Unnamed: 0;ID;Название;Категории;Индекс;Страна;Регион;Район;Город;Полный адрес;Мобильные;Немобильные;Сайт;График;Широта;Долгота;Оценок;Отзывов;Рейтинг;ID сети;Сеть;Атрибуты;ВКонтакте;Одноклассники;Facebook;Instagram;YouTube;Twitter;Telegram;Viber;WhatsApp;Карточка организации;Все сайты;Все телефоны;Ссылка на онлайн-запись;Ссылка на оформление заказа;Приоритетное размещение
МФЦ;1233777291;Центр госуслуг Мои Документы;МФЦ;111396;Россия;г. Москва;;Москва;Москва, улица Алексея Дикого, 3, этаж 2;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,748895;37,807401;5892;2134;4,9;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;https://youtube.com/@MFCmsk1;;https://t.me/mdmos;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1233777291;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1365720930;Центр госуслуг Мои Документы;МФЦ;115612;Россия;г. Москва;;Москва;Москва, улица Борисовские Пруды, 18, корп. 3, этаж 1;;+7 (495) 777-77-77;https://md.mos.ru/;"пн-пт 09:00–20:00; сб 09:00–17:00";55,636;37,7524;3808;1237;4,9;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1365720930;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1332573368;Центр госуслуг Мои Документы;МФЦ;109462;Россия;г. Москва;;Москва;Москва, Волжский бульвар, 41, корп. 3, этаж 1-2;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,698581;37,755724;5784;2027;4,8;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1332573368;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1340729197;Центр госуслуг Мои Документы;МФЦ;119633;Россия;Московская обл.;;Москва;Москва, Новопеределкинская улица, 12А;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,641318;37,366237;6675;2277;4,8;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1340729197;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1394011731;Центр госуслуг Мои Документы;МФЦ;;Россия;г. Москва;;Москва;Москва, Шоссейная улица, 86;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,667568;37,719619;3346;1181;5,0;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1394011731;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1375657697;МФЦ Мои документы;МФЦ;141009;Россия;Московская обл.;городской округ Мытищи;Мытищи;Московская область, Мытищи, улица Карла Маркса, 4А;;122;http://mfcmmr.ru/;ежедневно, 08:00–20:00;55,915278;37,768457;12508;4439;4,8;67894367781;МФЦ Московской области;Туалет для людей с инвалидностью | Пандус | Кнопка вызова персонала | Доступность помещения на инвалидной коляске(доступно) | Парковка для людей с инвалидностью | Доступность входа на инвалидной коляске(доступно) | Лифт;https://vk.ru/mfcmgo;https://ok.ru/mfcmytishi;;;;;https://t.me/mfcmytishimr;;;https://yandex.ru/maps/org/mfts_moi_dokumenty/1375657697;http://mfcmmr.ru/;122;;;
МФЦ;42845716981;Центр госуслуг Мои Документы, флагманский офис;МФЦ;107207;Россия;г. Москва;;Москва;Москва, Щёлковское шоссе, 75, этаж 4;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 10:00–22:00;55,811034;37,802228;3303;1274;5,0;38037830672;МФЦ Мои документы города Москвы;Доступность входа на инвалидной коляске(доступно);https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty_flagmanskiy_ofis/42845716981;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1180458661;Центр госуслуг Мои Документы;МФЦ;117403;Россия;г. Москва;;Москва;Москва, Востряковский проезд, 22Б;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,574655;37,65673;3444;1212;4,9;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1180458661;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1314128063;Центр госуслуг Мои Документы;МФЦ;121471;Россия;г. Москва;;Москва;Москва, улица Маршала Неделина, 40;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,726171;37,422655;9907;3582;4,7;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;https://t.me/mdmos;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1314128063;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;131549051267;Центр госуслуг Мои Документы;МФЦ;;Россия;г. Москва;;Москва;Москва, Новоясеневский проспект, 9;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,609366;37,534791;7287;2550;4,9;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/131549051267;https://md.mos.ru/ | https://md.mos.ru/find-your-dcp/structure/tsentr_gosuslug_rayona_yasenevo/;+7 (495) 777-77-77;;;
МФЦ;1548781905;Центр госуслуг Мои Документы;МФЦ;125464;Россия;г. Москва;;Москва;Москва, Новотушинский проезд, 10, этаж 1;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,839024;37,37879;7112;2467;4,9;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1548781905;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;162315586599;Центр госуслуг Мои Документы, флагманский офис;МФЦ;125212;Россия;г. Москва;;Москва;Москва, Ленинградское шоссе, 16, стр. 3, этаж -1;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 10:00–22:00;55,823207;37,496112;3915;1671;5,0;38037830672;МФЦ Мои документы города Москвы;Доступность входа на инвалидной коляске(доступно);https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty_flagmanskiy_ofis/162315586599;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1769997810;Центр госуслуг Мои Документы;МФЦ;127006;Россия;г. Москва;;Москва;Москва, Настасьинский переулок, 7;;+7 (495) 777-77-77;http://md.mos.ru/;ежедневно, 08:00–20:00;55,767713;37,604799;5314;2096;4,8;38037830672;МФЦ Мои документы города Москвы;Пандус | Кнопка вызова персонала | Доступность входа на инвалидной коляске(доступно);https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1769997810;http://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;52948177711;Центр госуслуг Мои Документы;МФЦ;117209;Россия;г. Москва;;Москва;Москва, Нахимовский проспект, 25А, этаж 2;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,66806;37,590127;3881;1398;4,9;38037830672;МФЦ Мои документы города Москвы;Туалет для людей с инвалидностью | Пандус | Парковка для людей с инвалидностью | Лифт | Доступность входа на инвалидной коляске(доступно) | Автоматическая дверь;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/52948177711;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1381941210;Центр госуслуг Мои Документы;МФЦ;119618;Россия;Московская обл.;;Москва;Москва, Домостроительная улица, 2А;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,665978;37,426313;5775;2025;4,7;38037830672;МФЦ Мои документы города Москвы;Доступность входа на инвалидной коляске(доступно);https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1381941210;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1352838267;Центр госуслуг Мои Документы;МФЦ;129301;Россия;г. Москва;;Москва;Москва, улица Бориса Галушкина, 19, корп. 3, этаж 1, 2;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,822633;37,664042;3493;1272;5,0;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1352838267;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1568455242;МФЦ Мои документы;МФЦ;;Россия;Московская обл.;Одинцовский городской округ;Одинцово;Московская область, Одинцово, Можайское шоссе, 71, этаж 6;;122;http://odinmfc.ru/;ежедневно, 08:00–20:00;55,677569;37,280567;13588;4671;4,4;67894367781;МФЦ Московской области;Доступность входа на инвалидной коляске(доступно);https://vk.ru/mfc_odintsovomr;;;;;;;;;https://yandex.ru/maps/org/mfts_moi_dokumenty/1568455242;http://odinmfc.ru/ | https://uslugi.mosreg.ru/;122;;;
МФЦ;79926360454;Центр госуслуг Мои Документы;МФЦ;105043;Россия;г. Москва;;Москва;Москва, 3-я Парковая улица, 24, этаж 2;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,794812;37,783394;3319;1132;5,0;38037830672;МФЦ Мои документы города Москвы;Доступность входа на инвалидной коляске(доступно);https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;https://t.me/MDMOS;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/79926360454;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;32004531204;МФЦ Мои Документы;МФЦ;140000;Россия;г. Москва;городской округ Люберцы;Люберцы;Московская область, Люберцы, Звуковая улица, 3, этаж 1;;12 252 271;http://lubmfc.ru/;ежедневно, 08:00–20:00;55,676793;37,894518;4951;1754;4,9;67894367781;МФЦ Московской области;Парковка для людей с инвалидностью;https://vk.ru/lubermfc;https://ok.ru/group/70000003310809;;;;;https://t.me/lubmfc;;;https://yandex.ru/maps/org/mfts_moi_dokumenty/32004531204;http://lubmfc.ru/;12 252 271;;;
МФЦ;70970882531;Центр госуслуг Мои Документы, флагманский офис;МФЦ;123112;Россия;г. Москва;;Москва;Москва, Пресненская набережная, 2, этаж 1;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 10:00–22:00;55,748121;37,536419;3001;1161;4,9;38037830672;МФЦ Мои документы города Москвы;Доступность входа на инвалидной коляске(доступно);https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;https://youtube.com/@MFCmsk1;;https://t.me/mdmos;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty_flagmanskiy_ofis/70970882531;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1318688017;Центр госуслуг Мои Документы;МФЦ;123592;Россия;Московская обл.;;Москва;Москва, Строгинский бульвар, 28;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,80281;37,404271;6584;2127;5,0;38037830672;МФЦ Мои документы города Москвы;Wi-Fi | Уголок здоровья;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1318688017;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;165127338088;Центр госуслуг Мои Документы;МФЦ;119602;Россия;г. Москва;;Москва;Москва, улица Покрышкина, 4, этаж 4;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,665184;37,481388;4008;1530;4,7;38037830672;МФЦ Мои документы города Москвы;Доступность входа на инвалидной коляске(доступно);https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/165127338088;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1558563666;Центр госуслуг Мои Документы;МФЦ;125195;Россия;г. Москва;;Москва;Москва, Ленинградское шоссе, 108, этаж 1;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,860523;37,467435;6191;2141;4,9;38037830672;МФЦ Мои документы города Москвы;Доступность входа на инвалидной коляске(доступно);https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1558563666;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1270717149;Центр госуслуг Мои Документы;МФЦ;105523;Россия;г. Москва;;Москва;Москва, 15-я Парковая улица, 40Б;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,806071;37,823452;3892;1387;5,0;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1270717149;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;138961040278;Центр госуслуг Мои Документы;МФЦ;109444;Россия;г. Москва;;Москва;Москва, Ташкентская улица, 21, этаж 1;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,701193;37,813739;3480;1157;4,9;38037830672;МФЦ Мои документы города Москвы;Доступность входа на инвалидной коляске(доступно);https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/138961040278;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1384581205;Центр госуслуг Мои Документы;МФЦ;111401;Россия;г. Москва;;Москва;Москва, 3-я Владимирская улица, 9А;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,760655;37,788532;6420;2137;4,9;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1384581205;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1311440425;Центр госуслуг Мои Документы;МФЦ;127591;Россия;г. Москва;;Москва;Москва, Дубнинская улица, 40А;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,889106;37,559031;6431;2045;4,8;38037830672;МФЦ Мои документы города Москвы;Доступность входа на инвалидной коляске(доступно);https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;https://t.me/mdmos;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1311440425;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1294987009;Центр госуслуг Мои Документы;МФЦ;119415;Россия;г. Москва;;Москва;Москва, улица Удальцова, 14, стр. 1, этаж 1;;+7 (495) 777-77-77;https://md.mos.ru/;ежедневно, 08:00–20:00;55,676231;37,511992;3107;1167;4,9;38037830672;МФЦ Мои документы города Москвы;;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1294987009;https://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;1259695096;Центр госуслуг Мои Документы;МФЦ;111250;Россия;г. Москва;;Москва;Москва, проезд Завода Серп и Молот, 10;;+7 (495) 777-77-77;http://md.mos.ru/;ежедневно, 08:00–20:00;55,753198;37,700921;5590;1909;4,9;38037830672;МФЦ Мои документы города Москвы;Доступность входа на инвалидной коляске(доступно) | Уголок здоровья;https://vk.ru/mydocs_mos;https://ok.ru/mydocs.mos;;;;;;;;https://yandex.ru/maps/org/tsentr_gosuslug_moi_dokumenty/1259695096;http://md.mos.ru/;+7 (495) 777-77-77;;;
МФЦ;140019981526;Филиал ОГКУ МФЦ по Шарьинскому району;МФЦ;157500;Россия;Костромская обл.;городской округ Шарья;Шарья;Костромская область, Шарья, улица Орджоникидзе, 3;;+7 (4942) 40-04-00,+7 (4942) 40-06-56;http://mfc44.ru/;"пн 08:00–18:00; вт 08:00–20:00; ср 08:00–18:00; чт-сб 08:00–17:00";58,372455;45,511769;107;44;4,1;1,95E+11;МФЦ Мои документы Костромской области;;http://vk.ru/club167163060;;;;;;;;;https://yandex.ru/maps/org/filial_ogku_mfts_po_sharyinskomu_rayonu/140019981526;http://mfc44.ru/;+7 (4942) 40-04-00 | +7 (4942) 40-06-56;;;
МФЦ;1238024621;Мои Документы;МФЦ;157780;Россия;Костромская обл.;Октябрьский муниципальный округ;село Боговарово;Костромская область, Октябрьский муниципальный округ, село Боговарово, улица Победы, 64;;+7 (4942) 40-04-00,+7 (4942) 40-06-89;http://mfc44.ru/;пн-пт 08:00–17:00;58,977643;47,029549;9;0;3,0;1,95E+11;МФЦ Мои документы Костромской области;;http://vk.ru/club167163060;;;;;;;;;https://yandex.ru/maps/org/moi_dokumenty/1238024621;http://mfc44.ru/;+7 (4942) 40-04-00 | +7 (4942) 40-06-89;;;
